id,name,pf,publication_id,title
3455,"linear programming",42.117069181299996,5951450,"Sensor fusion techniques for cooperative localization in robot teams"
3456,"approximation algorithms",112.35078558,4907163,"The Promise of LP to Boost CSP Techniques for Combinatorial Problems"
3457,cryptanalysis,234.187573786,37323913,"Hardware framework for the rabbit stream cipher"
3458,"computational complexity",0.22433556514899997,7859433,"Spatio-Temporal phrases for activity recognition"
3459,scheduling,22.827829752,1709540,"An Extended Fixed Priority Scheme for Mixed Criticality Systems"
3460,bioinformatics,200.63538,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
3461,"packet loss",103.08931518600001,1603757,"TCP over Wireless Networks Using Multiple Acknowledgements"
3462,"performance evaluation",7.4127917626299995,1336860,"Supervisory Control of Malicious Executables in Software Processes"
3463,"simulated annealing",8.4115560477,10816777,"Power-density aware floorplanning for reducing maximum on-chip temperature"
3464,"particle swarm optimization",13.882157817499998,3914892,"Forest planning using particle swarm optimization with a priority representation"
3465,"software engineering",677.075600031,4247079,"Software Architecture and Object-Oriented Systems"
3467,"genetic algorithm",49.25125929800001,12292114,"Analysis of genetic diversity through population history"
3468,"virtual reality",27.792835372,2294255,"Virtual Reality Unbound"
3469,navigation,11.9943825354,637249,"Intraoperative three-dimensional fluoroscopic cholangiography"
3470,"software engineering",34.872477802199995,4247079,"Software Architecture and Object-Oriented Systems"
3471,"logistic regression",1.9657117476,770871,"Identifying Deviations from Usual Medical Care using a Statistical Approach."
3474,"execution time",1.213286634,7010684,"Compressing heap data for improved memory performance: Research Articles"
3475,"sensor networks",41.3360371489,1793755,"Controlled mobility in sensor networks"
3476,"reinforcement learning",36.1510773504,361876,"Rational and convergent learning in stochastic games"
3477,robotics,11.726119665,3521565,"Distributed control of robotic networks"
3478,education,59.793820368700004,516995,"Supplemental Versus Essential Use of Computing Devices in the Classroom: An Analysis"
3479,"deep learning",980.4258465,6468916,"Boltzmann Machines for Image Denoising"
3480,"user interface",0.9993695743200001,230160,"Integrating provenance into an operational data product information system"
3481,"data mining",152.455510499,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
3483,internet,13.644832233599999,21366,"Improving client throughput with multi-hop relaying in wireless mesh networks"
3484,"prostate cancer",304.78542541200005,968023,"Chapter 57 – Serum Proteomic Profiling and Analysis"
3485,"cloud computing",1.6941421378500001,1748331,"Remote Procedure Calls and the Client/Server Model"
3487,"parallel computing",636.767750061,6572721,"The portability of parallel programs across MIMD computers"
3488,"genetic algorithms",752.2483741499999,11021045,"Modern heuristic optimization techniques :: theory and applications to power systems"
3489,"threat model",23.2842871566,1673282,"Hardening Access Control and Data Protection in GFS-like File Systems"
3491,innovation,5.109485820270001,5537492,"Creativity Support Tools: A Grand Challenge for HCI Researchers"
3492,"climate change",1596.3981849,45778808,"Climate Choices for a Sustainable Southwest"
3493,java,52.879733934799994,777162,"Object-oriented Programming Languages Need Well-founded Contracts"
3494,"cyber-physical systems",33.1380759952,45632301,"Proceedings of the AI for an Intelligent Planet"
3495,ontology,54.12988003499999,230160,"Integrating provenance into an operational data product information system"
3496,"social networks",321.379097298,7077119,"Modeling and analysis of massive social networks"
3497,"unscented kalman filter",0.15592294926599998,62701742,"Efficient Monitoring for Planetary Rovers"
3498,"wireless sensor networks",27.758158641199998,11088318,"Geometric Routing in Wireless Sensor Networks"
3499,cybersecurity,0.35159773923599996,8885230,"Mining Large Information Networks by Graph Summarization"
3500,"feature selection",32.66012988,12563130,"Training for Fast Sequential Prediction Using Dynamic Feature Selection"
3502,"cloud computing",53.318392184699995,1748331,"Remote Procedure Calls and the Client/Server Model"
3503,wsn,0.68805983905,8323827,"Localization Attacks and Countermeasures"
3505,"computer vision",18.595336968,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
3506,"data mining",62.62781184,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
3508,navigation,226.449526018,637249,"Intraoperative three-dimensional fluoroscopic cholangiography"
3509,"cloud computing",9.363240316799999,1748331,"Remote Procedure Calls and the Client/Server Model"
3510,composition,5.676839296,21657637,"Preserving Progress Under Program Composition Notes on UNITY: 17-90"
3511,blockchain,0,1879433355,"From Pretty Good to Great: Enhancing PGP Using Bitcoin and the Blockchain"
3512,"boolean function",18.342850302,100082232,"An Explicit VC-Theorem for Low-Degree Polynomials"
3513,"path planning",100.79249229,5378463,"Approximate Cell Decomposition"
3514,biometrics,12.03405199,21325108,"Human recognition using biometrics: an overview"
3515,wireless,18.6100594986,5393798,"Delay Management in Wireless Ad Hoc Networks"
3516,"data mining",494.23891476,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
3517,"linear programming",49.04405136300001,5951450,"Sensor fusion techniques for cooperative localization in robot teams"
3519,"parallel computing",11.4570340404,6572721,"The portability of parallel programs across MIMD computers"
3520,android,18.755519872,1221552,"CrowdMAC: a crowdsourcing system for mobile access"
3522,"image segmentation",8.6226089301,4182552,"Autonomous aerial navigation and tracking of marine animals"
3523,"query processing",1089.98315931,9222357,"Query processing and optimization in information-integration systems"
3524,"intrusion detection",700.64395812,4333350,"A Multi-graph Spectral Framework for Mining Multi-source Anomalies"
3525,"computer vision",54.0861387104,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
3526,internet,107.02360157600002,21366,"Improving client throughput with multi-hop relaying in wireless mesh networks"
3527,"load balancing",135.78491128000002,2049211,"Big Data Frequent Pattern Mining"
3528,"recommender systems",1406.64416706,1936106,"HOSLIM: Higher-Order Sparse LInear Method for Top-N Recommender Systems"
3529,"natural language processing",459.75132550200004,3718207,"Building an automated problem list based on natural language processing: lessons learned in the early phase of development."
3530,"machine translation",178.3834767,11643025,"Combining Categorization-based and Corpus-based Approaches for CLIR."
3531,"adjacency matrix",1470.14926432,9333331,"Improved Expansion of Random Cayley Graphs"
3532,"model checking",160.61696497999998,4978152,"Model Checking for Dependable Software-Intensive Systems"
3533,throughput,272.65895071,8678972,"Predicting, Detecting and Exploiting Transient Values"
3535,"computer vision",1277.3859728999998,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
3536,"query processing",673.195520268,9222357,"Query processing and optimization in information-integration systems"
3537,twitter,75.94866916000001,17409017,"Patterns amongst Competing Task Frequencies: Super-Linearities, and the Almond-DG Model"
3538,"computer vision",247.766677225,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
3539,"image registration",22.8557103216,33520936,"Image registration and image fusion: algorithms and performance bounds"
3540,"conjugate gradient method",427.856013014,28828277,"Operator splitting methods for the navier-stokes equations"
3541,"computer science",18.763037317800002,2352100,"On the Weight of Computations."
3542,optimization,905.3022101000001,6673975,"Buyer-games: Optimization over the core"
3543,"human activity recognition",10.8016490383,84504241,"Sound Bending Talking Bodies Quantum Sound Suits"
3544,"turing machine",69.02942700499999,16982484,"Development of Physical Super-Turing Analog Hardware"
3545,"image processing",1736.63867409,5282911,"inAspect: interfacing Java and VSIPL applications: Research Articles"
3546,"search engine",32.097256998,1779412,"Ad targeting and/or pricing based on customer behavior"
3547,"sensor network",392.27398058000006,1849638,"Processing data streams"
3548,"air traffic control",12.3859628466,44465053,"THE VALIDATION OF NUMERICAL COMPUTATIONS"
3549,semantics,206.29238902500003,267417,"Continuation Semantics in Typed Lambda-Calculi (Summary)"
3550,"software engineering",407.829865472,4247079,"Software Architecture and Object-Oriented Systems"
3551,"online algorithm",86.375401836,4703758,"Minimizing Wide Range Regret with Time Selection Functions."
3552,"collaborative learning",0,4419095,"Reflective collaborative learning on the Web"
3553,"computer vision",311.38142072000005,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
3554,"wireless sensor networks",2943.18105257,11088318,"Geometric Routing in Wireless Sensor Networks"
3555,"shared memory",55.5943055185,1299801,"Mobile agents, DSM, coordination, and self-migrating threads: a Common Framework"
3556,"shared memory",253.689314893,1299801,"Mobile agents, DSM, coordination, and self-migrating threads: a Common Framework"
3557,"web services",31.9375394771,2008173,"Participatory Sensing: A Citizen-Powered Approach to Illuminating the Patterns that Shape our World"
3558,analysis,311.71063517999994,13105285,"Development and Communication of Bayesan Methodology for Medical Device Clinical Trials"
3559,routing,38.872113455,2225560,"ADAPTIVE FAULT-TOLERANT ROUTING"
3560,"data structure",1051.29146064,1132801,"Understanding coreference in a system for solving physics word problems"
3561,"information visualization",139.75742352199998,21707824,"Graphics Interface 2007 : Montréal, Canada, May 28-30, 2007 : proceedings"
3562,"risk assessment",2.2593026516499997,7371165,"Health and wellness guidance system"
3563,"data structure",1082.65685448,1132801,"Understanding coreference in a system for solving physics word problems"
3564,authentication,24.0464737365,6751686,"Abusing notification services on smartphones for phishing and spamming"
3565,security,512.2699590779999,277504,"RC6 as the AES."
3566,privacy,337.91213523700003,1152574,"Energy savings in privacy-preserving computation offloading with protection by homomorphic encryption"
3567,"data structure",1382.5663621200001,1132801,"Understanding coreference in a system for solving physics word problems"
3568,"artificial intelligence",445.82166487999996,7205350,"A hybrid of tabu search and local descent algorithms with applications in artificial intelligence"
3569,"computer science",11.9475864733,2352100,"On the Weight of Computations."
3570,algorithm,907.6200985600001,1225650,"Implementation of a Perfect Hash Function Scheme"
3571,robot,29.824744670399998,2092921,"Robust Monte-Carlo localization using adaptive likelihood models"
3572,"artificial intelligence",81.23327166199999,7205350,"A hybrid of tabu search and local descent algorithms with applications in artificial intelligence"
3573,education,3.7665697600800003,516995,"Supplemental Versus Essential Use of Computing Devices in the Classroom: An Analysis"
3574,"open source",6212.009886660001,11749263,"Image Annotation System Using Visual and Textual Features."
3575,"fault detection",699.5985921,2945316,"A robust method for hybrid diagnosis of complex systems"
3576,reuse,139.85277192,8607506,"Modularity, reuse and efficiency with message-driven libraries"
3577,"artificial intelligence",146.336561833,7205350,"A hybrid of tabu search and local descent algorithms with applications in artificial intelligence"
3578,"semantic web",167.688657852,230160,"Integrating provenance into an operational data product information system"
3579,"privacy protection",50.9475218105,29984867,"Proceedings of the 2008 international workshop on Privacy and anonymity in information society"
3580,"natural language",108.33153389099999,2696813,"Integrating programming by example and natural language programming"
3581,stress,12.397519836,2410648,"Nonlinear electric-mechanical behavior of a soft PZT-51 ferroelectric ceramic"
3582,"data mining",1024.2451638000002,1188017,"Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems"
3583,"temporal logic",135.783932505,23603061,"Planning and Control"
3584,"deep learning",166.610916122,6468916,"Boltzmann Machines for Image Denoising"
3585,routing,604.821604392,2225560,"ADAPTIVE FAULT-TOLERANT ROUTING"
3586,"social networks",390.06096558,7077119,"Modeling and analysis of massive social networks"
3587,"grid computing",129.2327328,1185165,"Convex Hulls and Related Problems in Data Streams"
3588,"social network",23.5530496278,29935650,"Modeling Spread of Disease from Social Interactions"
3589,"approximation algorithm",65.339360528,3973702,"Approximation Algorithm for the Max k-CSP Problem."
3590,"symbolic execution",28.049395792000002,27509964,"Efficient Directionless Weakest Preconditions (CMU-CyLab-10-002)"
3591,"computational geometry",170.45175542399997,1185165,"Convex Hulls and Related Problems in Data Streams"
3592,"principal component analysis",43.9375424576,47313091,"Subspace Learning Based on Tensor Analysis"
3593,middleware,24.3546681615,1221552,"CrowdMAC: a crowdsourcing system for mobile access"
3594,"hardware implementation",156.31684804900001,19034942,"Linking Higher Order Logic to a VLSI CAD system"
3595,authentication,46.8729054508,6751686,"Abusing notification services on smartphones for phishing and spamming"
3596,"network security",112.791393638,16124843,"Analyzing Incentives for Protocol Compliance in Complex Domains: A Case Study of Introduction-Based Routing"
3597,fingerprinting,197.97933178000002,57737232,"Host Fingerprinting and Tracking on the Web: Privacy and Security Implications."
3598,"collision avoidance",29.337704250199998,4978152,"Model Checking for Dependable Software-Intensive Systems"
3599,"nonlinear equations",26.6434298425,15817485,"Using the scalable nonlinear equations solvers package"
3600,segmentation,12.759663264,5046839,"Rigid US-MRI Registration Through Segmentation of Equivalent Anatomic Structures"
3601,"data integration",58.5191361916,5145024,"A Comparison of Federated Databases with Web Services for the Integration of Bioinformatics Data."
3602,"fault tolerance",59.994081812000005,4013337,"Proactive Fault Tolerance in Large Systems"
3603,"grid computing",369.721526379,1185165,"Convex Hulls and Related Problems in Data Streams"
3604,"random oracle",65.293713576,28480689,"A Simpler Proof of PH C BP[ӨP]"
3605,"delaunay triangulation",102.665202856,1913337,"Parallel delaunay refinement mesh generation"
3606,"social media",91.366755057,9991798,"Personality Modeling Based Image Recommendation"
3607,"social networks",227.99915522999999,7077119,"Modeling and analysis of massive social networks"
3608,psychology,44.309780672399995,1915252,"Learning from Actions and their Consequences: Inferring Causal Variables from Continuous Sequences of Human Action"
3609,"social media",73.90902137500001,9991798,"Personality Modeling Based Image Recommendation"
3610,"semantic web",1495.9273704600002,230160,"Integrating provenance into an operational data product information system"
3611,"natural language processing",16.3612347,3718207,"Building an automated problem list based on natural language processing: lessons learned in the early phase of development."
3612,"deontic logic",136.494302945,1500679563,"Agency and Deontic Logic"
3613,"deep learning",15.8094866605,6468916,"Boltzmann Machines for Image Denoising"
3614,maintenance,96.39969283,2915914,"ACE: an expert system for telephone cable maintenance"
3615,"parallel processing",81.013601295,2140723,"Large-scale and high-throughput pattern matching on parallel architectures"
3616,personalization,0.8870652234,9991798,"Personality Modeling Based Image Recommendation"
3617,"information retrieval",4.2751311744,380549,"Evaluating the Use of Project Glossaries in Automated Trace Retrieval."
3618,"path planning",34.9522800779,5378463,"Approximate Cell Decomposition"
3620,authentication,230.824603,6751686,"Abusing notification services on smartphones for phishing and spamming"
3621,"polynomial time",141.83424292,2339302,"A computational analysis of human genetic variation"
3622,"natural language processing",1076.72348995,3718207,"Building an automated problem list based on natural language processing: lessons learned in the early phase of development."
3623,"power consumption",71.137046472,287008,"A Compiler Framework for Supporting Speculative Multicore Processors"
3624,"approximation algorithm",1182.31685629,3973702,"Approximation Algorithm for the Max k-CSP Problem."
3625,"shared memory",125.194061565,1299801,"Mobile agents, DSM, coordination, and self-migrating threads: a Common Framework"
3626,resilience,0,1600406,"Dealer: Dynamic Request Splitting for Performance-Sensitive Applications in Multi-Cloud Environments"
3627,"deep learning",216.82336393399999,6468916,"Boltzmann Machines for Image Denoising"
3628,"quantum key distribution",8.500278369,215033003,"High-Speed Quantum Key Distribution Using Photonic Integrated Circuits"
3629,"artificial intelligence",814.9506836799999,7205350,"A hybrid of tabu search and local descent algorithms with applications in artificial intelligence"
3630,routing,1863.3931976000001,2225560,"ADAPTIVE FAULT-TOLERANT ROUTING"
3631,"human-computer interaction",193.765807898,5537492,"Creativity Support Tools: A Grand Challenge for HCI Researchers"
3632,"static analysis",188.36600410900002,13579519,"A Colored Petri Net-Based Approach for Automated Deadlock Detection in Parallel Programs"
3633,"machine learning",301.55594449000006,149980,"UNT: A Supervised Synergistic Approach to Semantic Text Similarity"
3634,"reinforcement learning",464.19658488,361876,"Rational and convergent learning in stochastic games"
3637,"artificial intelligence",26.1201845016,7205350,"A hybrid of tabu search and local descent algorithms with applications in artificial intelligence"
3638,"parallel algorithm",36.1291932266,4963366,"Adaptive Agent-Based Simulations of Global Trade"
3639,"fault diagnosis",24.4443824214,23459122,"Introduction to Diagnosis"
3640,"cognitive radio",40.7848137912,33293380,"Full length article: A cognitive MAC protocol for QoS provisioning in ad hoc networks"
3641,"artificial intelligence",37.8343206105,7205350,"A hybrid of tabu search and local descent algorithms with applications in artificial intelligence"
3642,"polynomial time",401.116442994,2339302,"A computational analysis of human genetic variation"
3643,education,3296.0029909600003,516995,"Supplemental Versus Essential Use of Computing Devices in the Classroom: An Analysis"
3644,"success probability",77.25452771100001,9424163,"Betting strategies, market selection, and the wisdom of crowds"
3645,"breast cancer",427.053352167,8446198,"Radiolucent electrode array for combined EIT and mammography"
3646,"edit distance",3.03691212006,10496484,"Automated grading of DFA constructions"
3647,bioinformatics,302.13085219,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
3648,"cloud computing",496.775954171,1748331,"Remote Procedure Calls and the Client/Server Model"
3649,"deep learning",2.46467121,6468916,"Boltzmann Machines for Image Denoising"
3650,authentication,700.6252205160001,6751686,"Abusing notification services on smartphones for phishing and spamming"
3651,"software development",6933.279488609999,1114769,"Recognizing Patterns for Software Development Prediction and Evaluation"
3652,"user interface",34.475484375,230160,"Integrating provenance into an operational data product information system"
3653,"natural language processing",838.3698162399999,3718207,"Building an automated problem list based on natural language processing: lessons learned in the early phase of development."
3654,"artificial intelligence",89.48259931499999,7205350,"A hybrid of tabu search and local descent algorithms with applications in artificial intelligence"
3655,"approximation algorithms",883.3976506000001,4907163,"The Promise of LP to Boost CSP Techniques for Combinatorial Problems"
3656,"artificial intelligence",362.88045054800006,7205350,"A hybrid of tabu search and local descent algorithms with applications in artificial intelligence"
3658,"integer programming",378.91018400599995,33067137,"Deterministic view selection for data-analysis queries: properties and algorithms"
3659,"mobile computing",597.29779055,516995,"Supplemental Versus Essential Use of Computing Devices in the Classroom: An Analysis"
3660,"human-computer interaction",2092.5652632499996,5537492,"Creativity Support Tools: A Grand Challenge for HCI Researchers"
3662,"software engineering",799.68984195,4247079,"Software Architecture and Object-Oriented Systems"
3663,scheduling,34.005879841,1709540,"An Extended Fixed Priority Scheme for Mixed Criticality Systems"
3664,"anomaly detection",1.0303907407600001,4333350,"A Multi-graph Spectral Framework for Mining Multi-source Anomalies"
3665,blockchain,0,1879433355,"From Pretty Good to Great: Enhancing PGP Using Bitcoin and the Blockchain"
3666,reduction,37.9470916825,3697118,"Granularity in Multi-Method"
3667,"random oracle model",79.176771872,16894843,"Salvaging Merkle-Damgård for Practical Applications"
3668,"artificial neural networks",21.8859736544,16580154,"On sensor evolution in robotics"
3669,"virtual reality",10.389609482,2294255,"Virtual Reality Unbound"
3671,"artificial neural network",54.924104762800006,16502061,"Protein Structure Prediction: Selecting Salient Features from Large Candidate Pools"
3672,"image processing",1.79928551012,5282911,"inAspect: interfacing Java and VSIPL applications: Research Articles"
3674,software,0.57880198108,518119,"Softspec: Software-based Speculative Parallelism"
3676,"big data",18.501780256099998,2049211,"Big Data Frequent Pattern Mining"
3677,"global clock",9.149096291600001,15790799,"Towards Flexibility and Scalability in Parallel Job Scheduling"
3678,diffusion,13.2474760264,4633159,"Using the Bhattacharyya Mean for the Filtering and Clustering of Positive-Definite Matrices"
3679,"network security",0,16124843,"Analyzing Incentives for Protocol Compliance in Complex Domains: A Case Study of Introduction-Based Routing"
3680,learning,15.349368636800001,318662,"Learning classical physics"
3681,"performance analysis",2.22531996265,2835631,"Proceedings of the joint international conference on Measurement and modeling of computer systems"
3682,sensors,63.703746,1311823,"Efficient Multi-Robot Localization Based on Monte Carlo Approximation"
3683,"wireless sensor network",23.157502368,7068497,"Employing (1 − ε) dominating set partitions as backbones in wireless sensor networks"
3684,"malicious code",10.3616685435,17153952,"Community Epidemic Detection with Syzygy"
3685,"dynamic programming",317.561304375,4199186,"Focused real-time dynamic programming for MDPs: squeezing more out of a heuristic"
3686,"support vector machine",12.905538220799999,8919361,"A Genetic Programming Approach for Combining Structural and Citation-Based Evidence for Text Classification in Web Digital Libraries"
3687,"wireless sensor networks",95.462300285,11088318,"Geometric Routing in Wireless Sensor Networks"
3688,authentication,318.774634008,6751686,"Abusing notification services on smartphones for phishing and spamming"
3689,"user interface",0.331296573216,230160,"Integrating provenance into an operational data product information system"
3690,"computer science",0.7351736223,2352100,"On the Weight of Computations."
3691,"gpu computing",36.0185760744,20742738,"Proceedings of the 1st ACM SIGPLAN workshop on Functional high-performance computing"
3692,research,2.1342082085,149980,"UNT: A Supervised Synergistic Approach to Semantic Text Similarity"
3693,"homomorphic encryption",2.8714434970000005,1107217,"Remote End-to-End Voting Scheme"
3694,deployment,0,5490543,"Aspect-Based Introspection and Change Analysis for Evolving Programs."
3696,scheduling,4.4263901510600006,1709540,"An Extended Fixed Priority Scheme for Mixed Criticality Systems"
3697,"graph theory",19.455601918699998,11807911,"A Theory of Graphs"
3698,"deep learning",0.20770523033600002,6468916,"Boltzmann Machines for Image Denoising"
3699,"cloud computing",4.19237874092,1748331,"Remote Procedure Calls and the Client/Server Model"
3701,security,0.42877461152400004,277504,"RC6 as the AES."
3703,psychology,1592.2447233,1915252,"Learning from Actions and their Consequences: Inferring Causal Variables from Continuous Sequences of Human Action"
3706,"deep learning",0.20770523033600002,6468916,"Boltzmann Machines for Image Denoising"
3709,"performance analysis",21.691967702400003,2835631,"Proceedings of the joint international conference on Measurement and modeling of computer systems"
3710,education,24.755695365599998,516995,"Supplemental Versus Essential Use of Computing Devices in the Classroom: An Analysis"
3711,"garbage collection",109.48622336,51518850,"Comparison of Compacting for Garbage Collection"
3712,"cloud computing",220.77077966000002,1748331,"Remote Procedure Calls and the Client/Server Model"
3713,"computational geometry",98.7008032,1185165,"Convex Hulls and Related Problems in Data Streams"
3714,education,12.715245870600002,516995,"Supplemental Versus Essential Use of Computing Devices in the Classroom: An Analysis"
3715,"anomaly detection",1462.55089776,4333350,"A Multi-graph Spectral Framework for Mining Multi-source Anomalies"
3716,"access control",74.43101058,1673282,"Hardening Access Control and Data Protection in GFS-like File Systems"
3717,"wireless sensor networks",333.70612054,11088318,"Geometric Routing in Wireless Sensor Networks"
3718,"semi-supervised learning",56.735243305000004,317670,"A Minimum Description Length Technique for Semi-Supervised Time Series Classification"
3719,"logic programming",696.244402215,3733054,"Causal action theories and satisfiability planning"
3720,"sensor networks",84.457054451,1793755,"Controlled mobility in sensor networks"
3721,"deep learning",3.1349143089099996,6468916,"Boltzmann Machines for Image Denoising"
3722,education,17.702150723400003,516995,"Supplemental Versus Essential Use of Computing Devices in the Classroom: An Analysis"
3723,"wireless sensor network",323.72133730900003,7068497,"Employing (1 − ε) dominating set partitions as backbones in wireless sensor networks"
3724,segmentation,255.824936396,5046839,"Rigid US-MRI Registration Through Segmentation of Equivalent Anatomic Structures"
3725,"social networks",26.748003456,7077119,"Modeling and analysis of massive social networks"
3726,privacy,122.510329026,1152574,"Energy savings in privacy-preserving computation offloading with protection by homomorphic encryption"
3727,"social networks",132.37817948999998,7077119,"Modeling and analysis of massive social networks"
3728,"transfer learning",501.50857957200003,72798631,"Transfer Learning by Discovering Latent Task Parametrizations"
3729,"operating system",4.6107360134,636652,"Physical Input and Output"
3730,"pattern recognition",318.031261588,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
3731,"hash function",5.47296082788,1225650,"Implementation of a Perfect Hash Function Scheme"
3734,security,3.19232370348,277504,"RC6 as the AES."
3735,algorithms,77.954935143,277504,"RC6 as the AES."
3736,"logic programming",43.089720983199996,3733054,"Causal action theories and satisfiability planning"
3737,"cloud computing",59.254889148,1748331,"Remote Procedure Calls and the Client/Server Model"
3738,"social media",36.4535511,9991798,"Personality Modeling Based Image Recommendation"
3739,"time series",0.10520129531999999,30840006,"A compilation of moored current meter and wind recorder data : volume XVIII (JASIN 1978, moorings 651-653)"
3740,"query processing",21.2146539938,9222357,"Query processing and optimization in information-integration systems"
3741,"parallel computing",61.195950266,6572721,"The portability of parallel programs across MIMD computers"
3742,"cloud computing",125.56269469,1748331,"Remote Procedure Calls and the Client/Server Model"
3743,"grid computing",61.39047793199999,1185165,"Convex Hulls and Related Problems in Data Streams"
3744,"sensor networks",238.37719927000003,1793755,"Controlled mobility in sensor networks"
3745,trust,0.2274990445,1523377,"Enabling Privacy for the Paranoids"
3746,"approximation algorithm",217.992991748,3973702,"Approximation Algorithm for the Max k-CSP Problem."
3747,learning,0.15909240856600002,318662,"Learning classical physics"
3748,"computer vision",172.03292183,309286,"Learning embeddings for indexing, retrieval, and classification, with applications to object and shape recognition in image databases"
3749,"text mining",120.6109895,47139856,"Path Knowledge Discovery: Multilevel Text Mining as a Methodology for Phenomics"
3750,"virtual reality",59.837173632,2294255,"Virtual Reality Unbound"
3752,"computational geometry",114.749671776,1185165,"Convex Hulls and Related Problems in Data Streams"
3753,"mobile robot",78.208558848,2092921,"Robust Monte-Carlo localization using adaptive likelihood models"
3754,routing,723.18445501,2225560,"ADAPTIVE FAULT-TOLERANT ROUTING"
3755,"operating system",2.64313638204,636652,"Physical Input and Output"
3756,privacy,1422.94583678,1152574,"Energy savings in privacy-preserving computation offloading with protection by homomorphic encryption"
3757,"polynomial time",51.56280259,2339302,"A computational analysis of human genetic variation"
3758,"cloud computing",2760.2641608500003,1748331,"Remote Procedure Calls and the Client/Server Model"
3759,"polynomial time",70.4684643201,2339302,"A computational analysis of human genetic variation"
3760,"data structure",0.356996664432,1132801,"Understanding coreference in a system for solving physics word problems"
3761,education,12.3816523345,516995,"Supplemental Versus Essential Use of Computing Devices in the Classroom: An Analysis"
3762,ontology,1952.3081630699999,230160,"Integrating provenance into an operational data product information system"
3763,"intrusion detection system",66.42114911899999,28752974,"Acceleration of streaming applications on fpgas from high level constructs"
3764,"feature selection",254.64767989199999,12563130,"Training for Fast Sequential Prediction Using Dynamic Feature Selection"
3766,testing,40.722558641,788209,"Experimental Research Platform for Structural Health Monitoring"
3767,"deep learning",96.443948824,6468916,"Boltzmann Machines for Image Denoising"
3768,"gene expression",178.859664172,7007256,"Computational systems biology methods to study alzheimer's disease"
3769,"wireless sensor networks",405.38500262,11088318,"Geometric Routing in Wireless Sensor Networks"
3770,routing,22.886759291,2225560,"ADAPTIVE FAULT-TOLERANT ROUTING"
3771,"wireless sensor networks",149.77920349000001,11088318,"Geometric Routing in Wireless Sensor Networks"
3772,gps,9.0036849747,9142383,"Benchmarking Spatial Big Data"
3773,"software engineering",0,4247079,"Software Architecture and Object-Oriented Systems"
3774,"approximation algorithm",40.071475402800004,3973702,"Approximation Algorithm for the Max k-CSP Problem."
3775,"wireless sensor networks",54.389374102800005,11088318,"Geometric Routing in Wireless Sensor Networks"
3776,"convolutional neural networks",167.49324792000002,33116912,"Road scene segmentation from a single image"
3777,"mobile applications",77.1768584,7106011,"System support for scalable services"
3780,cancer,0,1552158,"Phenomenological Models for Intraoperative Positron Emission Surface Imaging using Handheld Probes"
3781,scheduling,108.688163745,1709540,"An Extended Fixed Priority Scheme for Mixed Criticality Systems"
3782,parallelization,43.0511047102,5115695,"Developing a Geodynamics Simulator with PETSc"
3783,malware,507.86666091,1107217,"Remote End-to-End Voting Scheme"
3784,"big data",12.6067148376,2049211,"Big Data Frequent Pattern Mining"
3785,"wireless sensor networks",253.234070172,11088318,"Geometric Routing in Wireless Sensor Networks"
3786,"reinforcement learning",40.034048504000005,361876,"Rational and convergent learning in stochastic games"
3787,"cloud computing",210.41924759500003,1748331,"Remote Procedure Calls and the Client/Server Model"
3788,"programming language",527.6523917000001,6572721,"The portability of parallel programs across MIMD computers"
3789,ontology,95.98401083499999,230160,"Integrating provenance into an operational data product information system"
3790,"virtual reality",114.489345168,2294255,"Virtual Reality Unbound"
3791,"turing machine",11.7695722091,16982484,"Development of Physical Super-Turing Analog Hardware"
3792,"intrusion detection",477.484612981,4333350,"A Multi-graph Spectral Framework for Mining Multi-source Anomalies"
3793,"feature extraction",91.85255445,22732579,"Our Emotions as Seen through a Webcam"
3794,"user interface",145.34312219999998,230160,"Integrating provenance into an operational data product information system"
3795,"boolean functions",0.37836623475000003,11052372,"Pointwise Universality of the Normal Form"
3796,"anomaly detection",0,4333350,"A Multi-graph Spectral Framework for Mining Multi-source Anomalies"
3797,weight,4.93421783304,15998695,"Losing Weight by Gaining Edges"
3798,twitter,31.5719141913,17409017,"Patterns amongst Competing Task Frequencies: Super-Linearities, and the Almond-DG Model"
3799,algorithms,816.56881845,277504,"RC6 as the AES."
3800,"cloud computing",142.998771344,1748331,"Remote Procedure Calls and the Client/Server Model"
3801,"convolutional neural networks",586.465284604,33116912,"Road scene segmentation from a single image"
